Protein	EC number
Q9ZR72	non Enzyme
Q7Z5R6	non Enzyme
Q9FLT5	non Enzyme
B7U179	non Enzyme
Q8IZY2	non Enzyme
O14678	non Enzyme
Q9NGP5	non Enzyme
Q9SJN0	non Enzyme
P49777	non Enzyme
P12026	non Enzyme
O64587	non Enzyme
Q5EE38	non Enzyme
P11230	non Enzyme
Q8NQ97	non Enzyme
P25100	non Enzyme
P18089	non Enzyme
Q9H2U9	non Enzyme
O75689	non Enzyme
P29310	non Enzyme
Q15172	non Enzyme
Q8RW96	non Enzyme
P0C1Z0	non Enzyme
P70445	non Enzyme
P27091	non Enzyme
Q676U5	non Enzyme
P02764	non Enzyme
P20848	non Enzyme
O43741	non Enzyme
Q9UGJ0	non Enzyme
Q42400	non Enzyme
Q91J24	non Enzyme
P48181	non Enzyme
Q15825	non Enzyme
P04756	non Enzyme
Q9ERK7	non Enzyme
P12391	non Enzyme
Q07001	non Enzyme
Q04844	non Enzyme
Q9NPB9	non Enzyme
P57752	non Enzyme
P31224	non Enzyme
P06022	non Enzyme
P63267	non Enzyme
O43707	non Enzyme
P61163	non Enzyme
O22161	non Enzyme
Q7Z4H4	non Enzyme
Q08117	non Enzyme
Q9ZN78	non Enzyme
Q12482	non Enzyme
Q8N302	non Enzyme
Q38847	non Enzyme
P48193	non Enzyme
Q62622	non Enzyme
P28222	non Enzyme
P28566	non Enzyme
Q02152	non Enzyme
Q70Z44	non Enzyme
P32305	non Enzyme
P01011	non Enzyme
P32357	non Enzyme
Q9NY61	non Enzyme
Q9BZC7	non Enzyme
O94911	non Enzyme
Q9NP58	non Enzyme
Q9NUT2	non Enzyme
Q9H172	non Enzyme
Q9H222	non Enzyme
Q8ST66	non Enzyme
P29555	non Enzyme
P40535	non Enzyme
Q5T8D3	non Enzyme
Q8LPS2	non Enzyme
Q38845	non Enzyme
P30154	non Enzyme
P46098	non Enzyme
A5X5Y0	non Enzyme
P17475	non Enzyme
P04217	non Enzyme
Q10651	non Enzyme
P14599	non Enzyme
P05067	non Enzyme
P91927	non Enzyme
P05623	non Enzyme
Q8BGM7	non Enzyme
Q13685	non Enzyme
Q9C8K2	non Enzyme
P20945	non Enzyme
Q09428	non Enzyme
P28288	non Enzyme
Q9H221	non Enzyme
Q9NYB9	non Enzyme
A0MES8	non Enzyme
O14639	non Enzyme
Q6H8Q1	non Enzyme
O94929	non Enzyme
P13689	non Enzyme
Q9Y615	non Enzyme
Q60994	non Enzyme
Q9Z248	non Enzyme
G5EGL9	non Enzyme
P51826	non Enzyme
Q9UHB7	non Enzyme
Q9UPQ3	non Enzyme
Q5W7F2	non Enzyme
Q9AT76	non Enzyme
Q9M7Q3	non Enzyme
Q8C4Q6	non Enzyme
P31230	non Enzyme
Q9UKB5	non Enzyme
Q9VY77	non Enzyme
Q9UKA4	non Enzyme
Q02952	non Enzyme
O54931	non Enzyme
Q70FJ1	non Enzyme
Q96B36	non Enzyme
Q9USQ2	non Enzyme
Q5A8T7	non Enzyme
Q5A312	non Enzyme
A0A1D8PQ86	non Enzyme
Q80ZD8	non Enzyme
Q9URT4	non Enzyme
P54144	non Enzyme
Q9BLG4	non Enzyme
Q9BLG3	non Enzyme
Q9N4M4	non Enzyme
Q9P2R3	non Enzyme
Q64438	non Enzyme
Q9Y5C1	non Enzyme
O15123	non Enzyme
P01019	non Enzyme
Q12955	non Enzyme
Q9WV06	non Enzyme
Q9NLA3	non Enzyme
Q9HCE9	non Enzyme
Q9SI38	non Enzyme
P15358	non Enzyme
P27216	non Enzyme
Q92108	non Enzyme
P24551	non Enzyme
Q8I8U2	non Enzyme
Q9BXS5	non Enzyme
O22715	non Enzyme
P35602	non Enzyme
P61966	non Enzyme
Q86KI1	non Enzyme
P91926	non Enzyme
Q9N0N3	non Enzyme
Q9C744	non Enzyme
O95704	non Enzyme
Q9JHG3	non Enzyme
P02652	non Enzyme
P04114	non Enzyme
P02655	non Enzyme
O14791	non Enzyme
Q9LVG4	non Enzyme
P48182	non Enzyme
O88990	non Enzyme
O76329	non Enzyme
Q9R1V6	non Enzyme
Q9UKF5	non Enzyme
P31466	non Enzyme
Q07750	non Enzyme
Q9Y2D8	non Enzyme
P61312	non Enzyme
P97297	non Enzyme
Q9JKL8	non Enzyme
P04710	non Enzyme
Q26365	non Enzyme
Q07732	non Enzyme
P02592	non Enzyme
P53930	non Enzyme
Q9QZQ1	non Enzyme
P39180	non Enzyme
Q8VHH5	non Enzyme
P52594	non Enzyme
Q9S7C9	non Enzyme
Q09666	non Enzyme
Q91VJ1	non Enzyme
Q9WVC7	non Enzyme
P21228	non Enzyme
P23747	non Enzyme
P35859	non Enzyme
P36117	non Enzyme
Q24049	non Enzyme
Q4VCS5	non Enzyme
Q9C0C7	non Enzyme
P35612	non Enzyme
Q15848	non Enzyme
Q84VQ0	non Enzyme
Q9BY15	non Enzyme
G5E8Q8	non Enzyme
P31696	non Enzyme
P35351	non Enzyme
P40507	non Enzyme
Q91XC0	non Enzyme
Q6JP77	non Enzyme
O88884	non Enzyme
O43823	non Enzyme
P61855	non Enzyme
Q25C79	non Enzyme
Q12802	non Enzyme
Q05753	non Enzyme
Q8TCU4	non Enzyme
O49696	non Enzyme
Q10197	non Enzyme
Q5A8T4	non Enzyme
Q5JTC6	non Enzyme
Q7TNJ4	non Enzyme
Q9BXJ7	non Enzyme
Q9BY76	non Enzyme
Q8R1L8	non Enzyme
Q9VCA8	non Enzyme
Q86XL3	non Enzyme
Q15327	non Enzyme
Q9GZV1	non Enzyme
O75179	non Enzyme
O15084	non Enzyme
Q8N9V6	non Enzyme
Q8N8V4	non Enzyme
O82390	non Enzyme
Q9H6X2	non Enzyme
P09525	non Enzyme
P79134	non Enzyme
Q9ZVJ6	non Enzyme
P53309	non Enzyme
Q63HQ0	non Enzyme
O75843	non Enzyme
Q9Y6Q5	non Enzyme
Q54HS9	non Enzyme
P35181	non Enzyme
Q91ZK0	non Enzyme
Q96CW1	non Enzyme
P35603	non Enzyme
Q09718	non Enzyme
P47927	non Enzyme
P46682	non Enzyme
Q92572	non Enzyme
Q9Y6B7	non Enzyme
O00189	non Enzyme
O00213	non Enzyme
Q20052	non Enzyme
P53492	non Enzyme
Q01718	non Enzyme
P68133	non Enzyme
Q07749	non Enzyme
Q5T7M4	non Enzyme
Q3Y5Z3	non Enzyme
Q86V24	non Enzyme
P08588	non Enzyme
P10608	non Enzyme
Q95252	non Enzyme
Q16186	non Enzyme
P31167	non Enzyme
P24483	non Enzyme
P09167	non Enzyme
P42568	non Enzyme
P51825	non Enzyme
Q9VQI9	non Enzyme
Q6ULP2	non Enzyme
O82171	non Enzyme
P29383	non Enzyme
D4GYG6	non Enzyme
O04379	non Enzyme
O74957	non Enzyme
Q7PLK0	non Enzyme
Q8TD06	non Enzyme
E7FBY6	non Enzyme
O60241	non Enzyme
P17839	non Enzyme
Q8N157	non Enzyme
O82166	non Enzyme
Q9SSC9	non Enzyme
O44712	non Enzyme
Q12904	non Enzyme
O00170	non Enzyme
F4IIU4	non Enzyme
Q801X7	non Enzyme
Q90WJ8	non Enzyme
Q9QUI6	non Enzyme
P52505	non Enzyme
P11943	non Enzyme
P05095	non Enzyme
P08913	non Enzyme
P18825	non Enzyme
Q59WH0	non Enzyme
P35611	non Enzyme
Q39250	non Enzyme
O95994	non Enzyme
O60242	non Enzyme
Q6QNK2	non Enzyme
Q8IZP9	non Enzyme
C6KFA3	non Enzyme
P25304	non Enzyme
O88917	non Enzyme
Q80TS3	non Enzyme
Q9HBW9	non Enzyme
Q12449	non Enzyme
O22130	non Enzyme
Q9ZNV8	non Enzyme
O95433	non Enzyme
Q9C5Q2	non Enzyme
Q38898	non Enzyme
Q8LBP4	non Enzyme
P60849	non Enzyme
Q8LA16	non Enzyme
Q8L8W0	non Enzyme
Q9URQ0	non Enzyme
A0A1D8PQB9	non Enzyme
P35858	non Enzyme
Q8C8B0	non Enzyme
P34552	non Enzyme
Q28997	non Enzyme
P13945	non Enzyme
Q9VCY8	non Enzyme
Q7K2G1	non Enzyme
P22149	non Enzyme
P32323	non Enzyme
O82794	non Enzyme
Q8K3E5	non Enzyme
Q9SAZ5	non Enzyme
Q9M7Q2	non Enzyme
Q9BDK2	non Enzyme
P55008	non Enzyme
Q9WTQ5	non Enzyme
P24588	non Enzyme
F1M3G7	non Enzyme
Q9SAR5	non Enzyme
P20291	non Enzyme
P19121	non Enzyme
P15322	non Enzyme
B3EWR6	non Enzyme
P84715	non Enzyme
Q61839	non Enzyme
Q8C8R3	non Enzyme
Q7ZT11	non Enzyme
Q0WV12	non Enzyme
Q02336	non Enzyme
P07700	non Enzyme
Q556N5	non Enzyme
Q640N1	non Enzyme
Q13155	non Enzyme
Q16352	non Enzyme
P46680	non Enzyme
Q9NZN9	non Enzyme
O43572	non Enzyme
O75969	non Enzyme
Q60662	non Enzyme
Q99996	non Enzyme
Q9VS59	non Enzyme
Q7Z591	non Enzyme
Q8N8R7	non Enzyme
Q9FYL3	non Enzyme
P38242	non Enzyme
P49278	non Enzyme
A1YB07	non Enzyme
Q9Y0A7	non Enzyme
Q8N6S4	non Enzyme
Q92688	non Enzyme
P97822	non Enzyme
P16157	non Enzyme
Q9NW15	non Enzyme
Q8BHY3	non Enzyme
A1A5B4	non Enzyme
P32629	non Enzyme
Q811D2	non Enzyme
Q8RWD9	non Enzyme
Q5FXM5	non Enzyme
P11030	non Enzyme
P43144	non Enzyme
P02718	non Enzyme
P16395	non Enzyme
Q9U7D5	non Enzyme
Q9P7J7	non Enzyme
Q13015	non Enzyme
Q9LPW7	non Enzyme
Q99222	non Enzyme
P52957	non Enzyme
O80925	non Enzyme
Q9M2K8	non Enzyme
Q9FIS1	non Enzyme
Q1PFC2	non Enzyme
Q9XGW1	non Enzyme
Q9UL18	non Enzyme
Q9C793	non Enzyme
P25376	non Enzyme
Q9FZA2	non Enzyme
Q61549	non Enzyme
Q86SQ3	non Enzyme
Q91ZE5	non Enzyme
Q8IZF6	non Enzyme
Q3V3Z3	non Enzyme
P25095	non Enzyme
Q9LES3	non Enzyme
Q9BQI0	non Enzyme
P81076	non Enzyme
P55009	non Enzyme
Q6PQQ3	non Enzyme
P07510	non Enzyme
O96019	non Enzyme
Q07340	non Enzyme
P42025	non Enzyme
O75078	non Enzyme
Q9Y3Q7	non Enzyme
O75077	non Enzyme
Q15847	non Enzyme
P35318	non Enzyme
Q94BT6	non Enzyme
P12235	non Enzyme
P40941	non Enzyme
Q8LB08	non Enzyme
G5ECD9	non Enzyme
Q8TED9	non Enzyme
Q8N4X5	non Enzyme
P43652	non Enzyme
Q9ZVD5	non Enzyme
Q14246	non Enzyme
Q9UHX3	non Enzyme
Q9Y653	non Enzyme
Q86Y34	non Enzyme
O00253	non Enzyme
O02219	non Enzyme
Q12476	non Enzyme
Q02040	non Enzyme
O55074	non Enzyme
Q7TN79	non Enzyme
Q99490	non Enzyme
P03086	non Enzyme
Q9SHF3	non Enzyme
Q9VUQ5	non Enzyme
Q8IWK6	non Enzyme
Q8VYJ2	non Enzyme
Q9SB31	non Enzyme
Q5A4F3	non Enzyme
P30561	non Enzyme
Q9M7Q4	non Enzyme
Q9NWT8	non Enzyme
Q9ULX6	non Enzyme
P02768	non Enzyme
Q8K4E0	non Enzyme
P87244	non Enzyme
Q9URY2	non Enzyme
O35137	non Enzyme
Q06453	non Enzyme
B6KAM0	non Enzyme
Q9NP70	non Enzyme
P00978	non Enzyme
P02760	non Enzyme
Q99217	non Enzyme
Q8N7J2	non Enzyme
Q15389	non Enzyme
Q9XTT4	non Enzyme
O70511	non Enzyme
Q68DC2	non Enzyme
Q05140	non Enzyme
Q10567	non Enzyme
P36000	non Enzyme
Q9HFE5	non Enzyme
Q61312	non Enzyme
P54362	non Enzyme
Q9GPF1	non Enzyme
Q92870	non Enzyme
Q9H1A4	non Enzyme
Q12440	non Enzyme
O45876	non Enzyme
A0T2N3	non Enzyme
Q9HDC9	non Enzyme
O42363	non Enzyme
P56595	non Enzyme
Q05020	non Enzyme
Q9Z2R5	non Enzyme
P06759	non Enzyme
P37153	non Enzyme
O95236	non Enzyme
T2G899	non Enzyme
Q9LKL2	non Enzyme
Q9WTY4	non Enzyme
Q96P48	non Enzyme
Q9P7B8	non Enzyme
Q8LGI3	non Enzyme
P55056	non Enzyme
O95445	non Enzyme
Q21227	non Enzyme
Q5XM24	non Enzyme
Q93WK5	non Enzyme
Q640N2	non Enzyme
Q9Y2Y0	non Enzyme
O15143	non Enzyme
Q6F6B5	non Enzyme
P24338	non Enzyme
P84077	non Enzyme
P84085	non Enzyme
P62330	non Enzyme
P36675	non Enzyme
Q94JM3	non Enzyme
O23661	non Enzyme
Q8N6T3	non Enzyme
Q8N6H7	non Enzyme
Q9FGV1	non Enzyme
P53365	non Enzyme
P97433	non Enzyme
Q6NMD6	non Enzyme
Q9QX73	non Enzyme
O15013	non Enzyme
Q5VV41	non Enzyme
Q5SW96	non Enzyme
Q03989	non Enzyme
P36404	non Enzyme
Q9VHV5	non Enzyme
Q96C12	non Enzyme
Q9H8T0	non Enzyme
Q60I27	non Enzyme
P20292	non Enzyme
P84996	non Enzyme
Q9Z213	non Enzyme
P19963	non Enzyme
P80384	non Enzyme
Q9SJE9	non Enzyme
Q9Y705	non Enzyme
Q9JJW6	non Enzyme
P50082	non Enzyme
Q64240	non Enzyme
Q8MXY0	non Enzyme
Q8IZ07	non Enzyme
Q8CFW1	non Enzyme
Q75V66	non Enzyme
Q6IWH7	non Enzyme
P12429	non Enzyme
P24639	non Enzyme
O43747	non Enzyme
P35631	non Enzyme
P59632	non Enzyme
Q9Y2T2	non Enzyme
P38153	non Enzyme
P35632	non Enzyme
P60006	non Enzyme
Q8H1U5	non Enzyme
Q9UJX5	non Enzyme
P06728	non Enzyme
Q7TMA5	non Enzyme
O42364	non Enzyme
P02749	non Enzyme
P17429	non Enzyme
P15514	non Enzyme
Q84WU6	non Enzyme
Q96NW4	non Enzyme
Q92625	non Enzyme
Q7Z6G8	non Enzyme
P07356	non Enzyme
Q9P7N2	non Enzyme
P56377	non Enzyme
P17427	non Enzyme
P63010	non Enzyme
Q9UPM8	non Enzyme
Q9Y587	non Enzyme
Q96BI3	non Enzyme
P0CD91	non Enzyme
Q8JHI3	non Enzyme
Q3SXY8	non Enzyme
Q66PJ3	non Enzyme
Q9FIG9	non Enzyme
Q63053	non Enzyme
Q13795	non Enzyme
Q8N726	non Enzyme
Q64364	non Enzyme
Q9HCE6	non Enzyme
Q9NR81	non Enzyme
Q7Z628	non Enzyme
Q8BM75	non Enzyme
B9DHT4	non Enzyme
H2L0N8	non Enzyme
Q9H0F7	non Enzyme
Q8N2F6	non Enzyme
P79832	non Enzyme
O96621	non Enzyme
P15372	non Enzyme
Q7SIG6	non Enzyme
Q8TDY4	non Enzyme
Q8WXI3	non Enzyme
Q9WV71	non Enzyme
Q96DX5	non Enzyme
P50275	non Enzyme
Q9V464	non Enzyme
P32447	non Enzyme
Q94545	non Enzyme
Q90259	non Enzyme
Q8VBT9	non Enzyme
P24856	non Enzyme
O76027	non Enzyme
Q9C9X3	non Enzyme
Q94AN4	non Enzyme
Q9H0R1	non Enzyme
Q9NUS5	non Enzyme
O14727	non Enzyme
Q92624	non Enzyme
Q9ZPW2	non Enzyme
O42839	non Enzyme
Q9BZZ5	non Enzyme
P79960	non Enzyme
Q6Q788	non Enzyme
Q96PS8	non Enzyme
P29972	non Enzyme
Q92482	non Enzyme
P49703	non Enzyme
Q9NVJ2	non Enzyme
P61160	non Enzyme
P42528	non Enzyme
P61158	non Enzyme
Q9H9F9	non Enzyme
Q8LGE3	non Enzyme
Q12386	non Enzyme
Q05123	non Enzyme
P38328	non Enzyme
P85970	non Enzyme
O15511	non Enzyme
Q9SB04	non Enzyme
O80366	non Enzyme
P19107	non Enzyme
Q06541	non Enzyme
O80931	non Enzyme
P49418	non Enzyme
Q9ZVX2	non Enzyme
P10275	non Enzyme
P01161	non Enzyme
Q8IWZ3	non Enzyme
Q9HCJ1	non Enzyme
Q9V4P1	non Enzyme
P04002	non Enzyme
Q6UB98	non Enzyme
Q86SG2	non Enzyme
Q91WK7	non Enzyme
P02833	non Enzyme
P04083	non Enzyme
P14669	non Enzyme
P38856	non Enzyme
Q00776	non Enzyme
Q01663	non Enzyme
P53068	non Enzyme
Q9NYG5	non Enzyme
Q8J025	non Enzyme
Q9R0R3	non Enzyme
Q8IWT0	non Enzyme
P11076	non Enzyme
Q9ZPX1	non Enzyme
P93024	non Enzyme
P53367	non Enzyme
Q19705	non Enzyme
P38696	non Enzyme
P78774	non Enzyme
O15144	non Enzyme
O82798	non Enzyme
P9WIR7	non Enzyme
Q02410	non Enzyme
Q99767	non Enzyme
O96018	non Enzyme
Q9UM13	non Enzyme
O18191	non Enzyme
Q9UJX4	non Enzyme
O95996	non Enzyme
Q8WW43	non Enzyme
Q9VQG2	non Enzyme
P02647	non Enzyme
P81644	non Enzyme
P06727	non Enzyme
Q0VD83	non Enzyme
P02654	non Enzyme
P02656	non Enzyme
P02649	non Enzyme
P0DMM1	non Enzyme
Q9JM54	non Enzyme
Q13794	non Enzyme
P29673	non Enzyme
P41181	non Enzyme
O14520	non Enzyme
P56403	non Enzyme
Q15041	non Enzyme
Q8R5G7	non Enzyme
Q24248	non Enzyme
P46672	non Enzyme
P40994	non Enzyme
P61204	non Enzyme
P93022	non Enzyme
Q9SKN5	non Enzyme
Q7X6L2	non Enzyme
Q86VW2	non Enzyme
Q8NFD5	non Enzyme
Q02804	non Enzyme
P56559	non Enzyme
Q9XZ63	non Enzyme
Q4KMQ2	non Enzyme
P70180	non Enzyme
Q6UB99	non Enzyme
P01008	non Enzyme
Q8GX78	non Enzyme
P58335	non Enzyme
Q38914	non Enzyme
P50995	non Enzyme
P07355	non Enzyme
P14668	non Enzyme
P20073	non Enzyme
P22464	non Enzyme
Q9SYT0	non Enzyme
P53886	non Enzyme
Q9UJX3	non Enzyme
P25054	non Enzyme
P51693	non Enzyme
P05090	non Enzyme
P47863	non Enzyme
O43315	non Enzyme
Q54WT8	non Enzyme
Q62431	non Enzyme
Q68CP9	non Enzyme
Q9DG12	non Enzyme
P27540	non Enzyme
P38285	non Enzyme
Q9D4H4	non Enzyme
Q9Y2J4	non Enzyme
P30533	non Enzyme
Q9EST5	non Enzyme
Q9UJX6	non Enzyme
Q96K21	non Enzyme
P16860	non Enzyme
Q6UXH0	non Enzyme
H2KZB2	non Enzyme
Q9BYT9	non Enzyme
P34056	non Enzyme
P53680	non Enzyme
O14617	non Enzyme
Q08951	non Enzyme
F4I562	non Enzyme
O43299	non Enzyme
Q8W4B2	non Enzyme
P40946	non Enzyme
Q8L7G0	non Enzyme
Q8RYC8	non Enzyme
P07249	non Enzyme
Q96B67	non Enzyme
P83886	non Enzyme
Q13625	non Enzyme
Q9VC45	non Enzyme
Q9UN42	non Enzyme
Q96QE3	non Enzyme
Q9SUG7	non Enzyme
O14261	non Enzyme
Q9US24	non Enzyme
O43069	non Enzyme
P18597	non Enzyme
P00854	non Enzyme
P03928	non Enzyme
Q8DLP7	non Enzyme
Q3ZCH6	non Enzyme
P18850	non Enzyme
Q2TAZ0	non Enzyme
Q12142	non Enzyme
P48731	non Enzyme
Q8N6G6	non Enzyme
Q94BT9	non Enzyme
P35434	non Enzyme
O75882	non Enzyme
Q95NH6	non Enzyme
Q8SWR8	non Enzyme
O70305	non Enzyme
O76922	non Enzyme
Q96QS3	non Enzyme
Q9H1I8	non Enzyme
Q76L83	non Enzyme
Q9V727	non Enzyme
Q8VD46	non Enzyme
P33879	non Enzyme
Q06645	non Enzyme
Q14CW9	non Enzyme
O75143	non Enzyme
Q06628	non Enzyme
Q06410	non Enzyme
Q12421	non Enzyme
O43035	non Enzyme
Q54GT9	non Enzyme
Q9VPF0	non Enzyme
Q86TH1	non Enzyme
O43313	non Enzyme
Q9FT52	non Enzyme
O15145	non Enzyme
P34233	non Enzyme
Q8CJ27	non Enzyme
Q96KQ4	non Enzyme
Q61137	non Enzyme
P59598	non Enzyme
Q8BZ32	non Enzyme
O04292	non Enzyme
O70191	non Enzyme
P46989	non Enzyme
P46667	non Enzyme
P54259	non Enzyme
P54710	non Enzyme
P25705	non Enzyme
P07251	non Enzyme
Q7Z6K5	non Enzyme
P62598	non Enzyme
Q06598	non Enzyme
Q96Q27	non Enzyme
Q9ULZ3	non Enzyme
Q9NVP2	non Enzyme
Q9UBL3	non Enzyme
Q03288	non Enzyme
P07926	non Enzyme
P48201	non Enzyme
Q9CQY1	non Enzyme
P35193	non Enzyme
Q06159	non Enzyme
Q99325	non Enzyme
Q94CD5	non Enzyme
O95352	non Enzyme
Q674R7	non Enzyme
Q2G506	non Enzyme
P40416	non Enzyme
Q96247	non Enzyme
O88398	non Enzyme
Q08236	non Enzyme
P47082	non Enzyme
O74327	non Enzyme
Q9ZUY6	non Enzyme
P56211	non Enzyme
Q84M92	non Enzyme
O96625	non Enzyme
P36575	non Enzyme
P54074	non Enzyme
Q9SYG2	non Enzyme
Q9P6S5	non Enzyme
Q9BZE9	non Enzyme
O75129	non Enzyme
P54709	non Enzyme
P24539	non Enzyme
Q06055	non Enzyme
Q9ULI0	non Enzyme
Q9XZS8	non Enzyme
Q9Y2D1	non Enzyme
Q99941	non Enzyme
O94817	non Enzyme
O36019	non Enzyme
O74312	non Enzyme
O15945	non Enzyme
Q86WX3	non Enzyme
Q09849	non Enzyme
Q9H981	non Enzyme
O96622	non Enzyme
O96624	non Enzyme
P59998	non Enzyme
O49397	non Enzyme
Q940D0	non Enzyme
Q9Y574	non Enzyme
Q8N9N2	non Enzyme
Q02067	non Enzyme
O35885	non Enzyme
Q9JJR7	non Enzyme
P09774	non Enzyme
P10084	non Enzyme
P05026	non Enzyme
P14415	non Enzyme
P18847	non Enzyme
F6VAN0	non Enzyme
Q02887	non Enzyme
P82987	non Enzyme
Q8AW52	non Enzyme
P29418	non Enzyme
Q96LR9	non Enzyme
Q9V496	non Enzyme
Q9SAK5	non Enzyme
P08250	non Enzyme
P09813	non Enzyme
Q9ZTX8	non Enzyme
Q61210	non Enzyme
Q92974	non Enzyme
Q12774	non Enzyme
Q14155	non Enzyme
Q5FWH6	non Enzyme
O14497	non Enzyme
Q4LE39	non Enzyme
P40617	non Enzyme
Q8VY57	non Enzyme
Q96BM9	non Enzyme
Q5T2S8	non Enzyme
Q940Z2	non Enzyme
O96623	non Enzyme
P53731	non Enzyme
O00192	non Enzyme
Q9HDY1	non Enzyme
P02706	non Enzyme
Q5A5Q6	non Enzyme
Q708S7	non Enzyme
Q96FT7	non Enzyme
Q92888	non Enzyme
Q6ZSZ5	non Enzyme
Q96DR7	non Enzyme
Q99856	non Enzyme
Q8IVW6	non Enzyme
P40616	non Enzyme
P38116	non Enzyme
P15993	non Enzyme
Q9DCB4	non Enzyme
P45888	non Enzyme
P80428	non Enzyme
Q12406	non Enzyme
O96626	non Enzyme
Q10316	non Enzyme
Q9ZWJ9	non Enzyme
P32121	non Enzyme
Q9C9M6	non Enzyme
P07306	non Enzyme
P07307	non Enzyme
P53983	non Enzyme
P78348	non Enzyme
Q62962	non Enzyme
Q6X1Y6	non Enzyme
P42127	non Enzyme
Q8VZ20	non Enzyme
Q8SWX0	non Enzyme
Q93VB2	non Enzyme
Q4QY64	non Enzyme
Q86WG3	non Enzyme
Q9NVI7	non Enzyme
P38270	non Enzyme
Q9FFI2	non Enzyme
Q9W3R7	non Enzyme
Q99J83	non Enzyme
O74971	non Enzyme
Q12380	non Enzyme
Q86CR9	non Enzyme
Q06065	non Enzyme
P48985	non Enzyme
P51164	non Enzyme
P18859	non Enzyme
P22027	non Enzyme
P61829	non Enzyme
Q01908	non Enzyme
Q9VVN4	non Enzyme
Q9UBB4	non Enzyme
G5ED29	non Enzyme
Q99700	non Enzyme
Q94BP7	non Enzyme
P09081	non Enzyme
Q07442	non Enzyme
Q9U4G1	non Enzyme
Q02948	non Enzyme
Q8GZ13	non Enzyme
P32873	non Enzyme
Q7L4P6	non Enzyme
Q2UBH5	non Enzyme
P46668	non Enzyme
P01096	non Enzyme
Q6UY14	non Enzyme
Q99NA2	non Enzyme
P48987	non Enzyme
O75947	non Enzyme
P00846	non Enzyme
P35381	non Enzyme
Q9SSS9	non Enzyme
P42744	non Enzyme
Q9SSW2	non Enzyme
O14977	non Enzyme
Q12527	non Enzyme
Q9HDZ7	non Enzyme
Q07528	non Enzyme
Q05789	non Enzyme
Q9D906	non Enzyme
Q86CR8	non Enzyme
Q54NA3	non Enzyme
Q24048	non Enzyme
Q8N5M1	non Enzyme
P81449	non Enzyme
P48047	non Enzyme
Q8DLP6	non Enzyme
Q61337	non Enzyme
Q9UL15	non Enzyme
P18572	non Enzyme
F4JPW1	non Enzyme
Q9NR55	non Enzyme
Q6RW13	non Enzyme
P02701	non Enzyme
Q04749	non Enzyme
P14727	non Enzyme
Q9V407	non Enzyme
D4A693	non Enzyme
Q9HD36	non Enzyme
Q16548	non Enzyme
Q04714	non Enzyme
Q96Q91	non Enzyme
P97302	non Enzyme
P02945	non Enzyme
Q92934	non Enzyme
O54962	non Enzyme
O95816	non Enzyme
Q9YHD3	non Enzyme
A3KPW9	non Enzyme
Q13145	non Enzyme
P51572	non Enzyme
F4I443	non Enzyme
Q07813	non Enzyme
P47068	non Enzyme
Q99ML1	non Enzyme
Q07488	non Enzyme
Q9NWK9	non Enzyme
Q14457	non Enzyme
A8MW95	non Enzyme
Q22592	non Enzyme
Q5T5X7	non Enzyme
O76090	non Enzyme
P38934	non Enzyme
Q9NHB0	non Enzyme
Q9LS08	non Enzyme
O22901	non Enzyme
Q7RTU4	non Enzyme
Q9UHR4	non Enzyme
P36542	non Enzyme
P38077	non Enzyme
Q9Z0F3	non Enzyme
O43521	non Enzyme
Q9BZR8	non Enzyme
Q07440	non Enzyme
P02730	non Enzyme
P22809	non Enzyme
Q941L2	non Enzyme
P35613	non Enzyme
Q9ZU50	non Enzyme
O35284	non Enzyme
O74555	non Enzyme
Q8N3I7	non Enzyme
Q0IGM7	non Enzyme
Q9EQ32	non Enzyme
O75815	non Enzyme
Q9H6U6	non Enzyme
P20749	non Enzyme
P0DM65	non Enzyme
Q8N7W2	non Enzyme
Q95Y80	non Enzyme
Q8WWM7	non Enzyme
Q0WQE7	non Enzyme
Q9Y2T1	non Enzyme
P38928	non Enzyme
Q9FZ33	non Enzyme
P61769	non Enzyme
Q84UC7	non Enzyme
Q24256	non Enzyme
O08686	non Enzyme
Q14U76	non Enzyme
Q12186	non Enzyme
Q8TAM1	non Enzyme
Q9NEZ7	non Enzyme
Q9XW70	non Enzyme
Q8IWZ6	non Enzyme
Q9SYM2	non Enzyme
Q42533	non Enzyme
F4HZB2	non Enzyme
Q961D9	non Enzyme
Q9NYF8	non Enzyme
Q5H9F3	non Enzyme
Q6W2J9	non Enzyme
Q8GY61	non Enzyme
Q80Y61	non Enzyme
Q9FLU1	non Enzyme
P00974	non Enzyme
Q9US52	non Enzyme
Q9W157	non Enzyme
P25440	non Enzyme
O88665	non Enzyme
Q9ULD4	non Enzyme
P38356	non Enzyme
O88778	non Enzyme
P33532	non Enzyme
Q94BN0	non Enzyme
Q6EJ98	non Enzyme
Q9H0C5	non Enzyme
Q8CFE5	non Enzyme
P39736	non Enzyme
P23562	non Enzyme
Q9R1S0	non Enzyme
Q3UK10	non Enzyme
Q920K5	non Enzyme
Q9W0K7	non Enzyme
Q8LG89	non Enzyme
O75531	non Enzyme
Q99933	non Enzyme
O95817	non Enzyme
O14514	non Enzyme
Q18825	non Enzyme
P82251	non Enzyme
P82252	non Enzyme
Q91YE5	non Enzyme
Q96PG8	non Enzyme
Q9BXH1	non Enzyme
Q6ZW61	non Enzyme
Q9LJB7	non Enzyme
P36122	non Enzyme
