Protein UniProt Acc.	EC Number
A1K4R2	3.1.11.6
A0RIH1	3.1.11.6
Q818R7	3.1.11.6
A9VGD3	3.1.11.6
B7IXH0	3.1.11.6
A1UYQ2	3.1.11.6
A3NMF8	3.1.11.6
A4JLT2	3.1.11.6
B8GXC6	3.1.11.6
B0BBW2	3.1.11.6
Q7NUK7	3.1.11.6
A7FUT9	3.1.11.6
C1FPB1	3.1.11.6
A5N7J0	3.1.11.6
Q8XJD9	3.1.11.6
Q6AJQ3	3.1.11.6
A1VE71	3.1.11.6
B5Z3S7	3.1.11.6
Q0TKL9	3.1.11.6
P0A8G9	3.1.11.6
C5BCI1	3.1.11.6
C6E2U6	3.1.11.6
A6VUE7	3.1.11.6
P67457	3.1.11.6
B2HT44	3.1.11.6
Q9K1A5	3.1.11.6
Q8YW43	3.1.11.6
Q8EQ45	3.1.11.6
Q6MDK5	3.1.11.6
Q6D842	3.1.11.6
Q03FZ3	3.1.11.6
A1VMD5	3.1.11.6
B7V7R6	3.1.11.6
Q1IFK9	3.1.11.6
C3K2Q9	3.1.11.6
B0KL81	3.1.11.6
Q889P9	3.1.11.6
Q6NB75	3.1.11.6
Q1RIG7	3.1.11.6
A8F1C1	3.1.11.6
B5QTH2	3.1.11.6
Q5PFR8	3.1.11.6
B5BDA8	3.1.11.6
P67458	3.1.11.6
Q32JI0	3.1.11.6
Q3Z4Y7	3.1.11.6
A7X2P9	3.1.11.6
Q2FGL1	3.1.11.6
B4U1W8	3.1.11.6
Q8DVB4	3.1.11.6
B5E4U4	3.1.11.6
Q1JL06	3.1.11.6
Q48SM9	3.1.11.6
B5XM82	3.1.11.6
B9K852	3.1.11.6
B0K0U9	3.1.11.6
A5CWU5	3.1.11.6
C3LTE1	3.1.11.6
B7VJ99	3.1.11.6
O93939	3.2.1.58
Q5AIA1	3.2.1.58
Q0IH72	3.1.30.-
P33693	3.2.1.-
Q47187	2.3.1.184
Q9JKV7	2.4.1.224
Q9ES89	2.4.1.223
Q9YHA0	3.1.3.16; 3.1.3.48
O00167	3.1.3.48
Q05201	3.1.3.48
Q15910	2.1.1.43
P32604	3.1.3.46
Q9SBQ9	1.14.13.21
P52836	2.8.2.25
P52837	2.8.2.27
Q9C899	1.14.11.-
Q6NMM8	2.4.1.-
P16294	3.4.21.22
Q7TXK7	6.2.1.-
Q7TXM1	6.2.1.-
Q02278	6.2.1.-
P9WQ56	6.2.1.-
P25093	3.7.1.2
O08914	3.5.1.99
Q7XJJ7	3.5.1.99
Q9SSJ8	2.7.1.150
P57193	2.3.1.41
Q8K9J6	2.3.1.39
P0AAJ0	2.3.1.39
P0AAI9	2.3.1.39
Q8R3F5	2.3.1.39
A0R0B2	2.3.1.39
Q99UN8	2.3.1.39
Q7A5Z3	2.3.1.39
P73242	2.3.1.39
O34340	2.3.1.179
P56902	2.3.1.179
Q6GIA3	2.3.1.179
Q8NXE1	2.3.1.179
Q949M3	1.1.1.100
P33207	1.1.1.100
P0A2D0	1.1.1.100
O42866	1.1.1.100
Q6G9Y2	1.1.1.100
O34746	2.3.1.180
Q82BB8	2.3.1.180
Q9KQH5	2.3.1.180
Q9KET5	2.3.1.180
Q8A137	2.3.1.180
Q88WG8	2.3.1.180
B0CE67	2.3.1.180
A1TLD7	2.3.1.180
B9MDQ9	2.3.1.180
A3N232	2.3.1.180
Q8UG62	2.3.1.180
Q3M9J4	2.3.1.180
Q5P0D6	2.3.1.180
A8FBX4	2.3.1.180
A8AHY1	2.3.1.180
A6LSC2	2.3.1.180
O84242	2.3.1.180
B1KU74	2.3.1.180
B6J1I6	2.3.1.180
Q0TIY3	2.3.1.180
Q0BTE0	2.3.1.180
B5Z9X2	2.3.1.180
Q9JXR6	2.3.1.180
Q2GDD8	2.3.1.180
Q8Z062	2.3.1.180
A1B364	2.3.1.180
Q9CJS8	2.3.1.180
Q7N384	2.3.1.180
B2RH63	2.3.1.180
B8GSX7	2.3.1.180
P64116	2.3.1.180
Q5E409	2.3.1.180
Q5GS22	2.3.1.180
Q4URQ0	2.3.1.180
Q9PCG4	2.3.1.180
Q8PBV1	2.3.1.180
Q6Z0I4	1.3.1.9
Q669L1	2.3.1.180
Q81GI3	1.3.1.9
P54616	1.3.1.9
Q820V5	1.3.1.9
Q9ZMN7	1.3.1.9
Q05069	1.3.1.9
Q4ULZ7	1.3.1.9
Q8DR19	5.3.3.14
A1SSJ9	1.3.1.9
A1S4Y1	1.3.1.9
A6WLQ7	1.3.1.9
C5CWP4	1.3.1.9
B5FCI7	1.3.1.9
Q4V0G3	1.3.1.9
Q87CN3	1.3.1.9
A9R5S2	1.3.1.9
Q1CCJ2	1.3.1.9
Q9HU15	2.3.1.180
Q820T5	4.2.1.59
B0CD44	4.2.1.59
Q6FCG4	4.2.1.59
A6VQJ7	4.2.1.59
A0KHH4	4.2.1.59
B9JEX9	4.2.1.59
Q0VQE6	4.2.1.59
A8MJT5	4.2.1.59
A7H9D5	4.2.1.59
Q2GIR2	4.2.1.59
O66468	4.2.1.59
A8I489	4.2.1.59
C3LEN8	4.2.1.59
B7JGJ1	4.2.1.59
C1F0K1	4.2.1.59
A7GV29	4.2.1.59
Q630Y5	4.2.1.59
P94584	4.2.1.59
A9VRC6	4.2.1.59
A9INS6	4.2.1.59
A4YVF6	4.2.1.59
P0C104	4.2.1.59
Q8YHG9	4.2.1.59
A2SB84	4.2.1.59
Q3JR40	4.2.1.59
B9MLD4	4.2.1.59
A7GWE7	4.2.1.59
Q9PIM2	4.2.1.59
B9KDS7	4.2.1.59
Q252U9	4.2.1.59
Q9Z7Q3	4.2.1.59
O84537	4.2.1.59
A7FPN7	4.2.1.59
A5I7X1	4.2.1.59
A7GJJ2	4.2.1.59
B9DY11	4.2.1.59
Q899N7	4.2.1.59
B6J167	4.2.1.59
Q0TRG5	4.2.1.59
Q470E8	4.2.1.59
Q1IZ55	4.2.1.59
A4J952	4.2.1.59
P0A6Q8	4.2.1.59
B1XD49	4.2.1.59
B1LGY2	4.2.1.59
Q5HA53	4.2.1.59
B7LW77	4.2.1.59
A1WX12	4.2.1.59
B6JNP2	4.2.1.59
B2UVE0	4.2.1.59
Q5R0Z2	4.2.1.59
Q5X7N3	4.2.1.59
Q5WZ34	4.2.1.59
Q71WQ4	4.2.1.59
B9E8E3	4.2.1.59
Q65VE3	4.2.1.59
Q604U1	4.2.1.59
C1KYU1	4.2.1.59
B2A8L3	4.2.1.59
A9M3S9	4.2.1.59
Q18CL9	4.2.1.59
Q6LN35	4.2.1.59
B1XTV4	4.2.1.59
A3PEH0	4.2.1.59
Q4ZWR7	4.2.1.59
A1SYV2	4.2.1.59
Q2K8X8	4.2.1.59
B5ZN92	4.2.1.59
Q21WX9	4.2.1.59
P61454	4.2.1.59
B3Q7J4	4.2.1.59
Q3J2W6	4.2.1.59
C3PM37	4.2.1.59
A8EX77	4.2.1.59
Q4UNK0	4.2.1.59
A1AWK0	4.2.1.59
Q57T28	4.2.1.59
B5BAN7	4.2.1.59
B0TP72	4.2.1.59
Q2YUK5	4.2.1.59
P64107	4.2.1.59
A8Z4Z7	4.2.1.59
B5E1N7	4.2.1.59
P64111	4.2.1.59
Q1J590	4.2.1.59
P0DB03	4.2.1.59
B5XHX8	4.2.1.59
A3CQ53	4.2.1.59
Q03M48	4.2.1.59
A5GV11	4.2.1.59
B0K7E6	4.2.1.59
B1LCM9	4.2.1.59
Q3SKN0	4.2.1.59
C5CKT1	4.2.1.59
A5CWN9	4.2.1.59
A7MY04	4.2.1.59
Q5E3F0	4.2.1.59
B3CMM1	4.2.1.59
C0R4H1	4.2.1.59
Q3BVL5	4.2.1.59
Q1CFF8	4.2.1.59
B1JQH1	4.2.1.59
B2HGV4	6.2.1.3
Q7TWC5	6.2.1.3
Q7TWB7	6.2.1.3; 6.2.1.42
Q8RX88	3.4.24.84
Q80W54	3.4.24.84
G5EEP3	3.4.22.-
Q9Y256	3.4.22.-
Q8WVX9	1.2.1.n2
Q66H50	1.2.1.n2
A1ZAI3	1.2.1.n2
Q1PEI6	1.2.1.n2
P59668	1.14.19.6
O74841	2.7.7.2
P9WQ48	6.2.1.-
P9WQ44	6.2.1.-
Q1ZXQ5	1.14.19.-
Q1QUW9	2.3.1.16
A7MQM5	2.3.1.16
A3M1H9	2.3.1.16
P21151	2.3.1.16
Q2SD23	2.3.1.16
Q57HM7	2.3.1.16
P0A2H8	2.3.1.16
A8G8D0	2.3.1.16
A6WH99	2.3.1.16
Q87TP0	2.3.1.16
Q8DDK5	2.3.1.16
A7FDF1	2.3.1.16
A4TR28	2.3.1.16
P94549	4.2.1.17
Q7WSH3	6.2.1.41
Q8X7R2	1.3.99.-
Q8ZBY6	1.3.99.-
P80094	1.1.1.306
P0CL53	1.1.1.284; 1.1.1.-
B4RTU9	2.3.1.16
A7MH80	2.3.1.16
B5YXY5	2.3.1.16
A8A2L1	2.3.1.16
Q0TFA5	2.3.1.16
P76503	2.3.1.16
Q5QXN5	2.3.1.16
A6TC20	2.3.1.16
C6DAL8	2.3.1.16
Q15VA3	2.3.1.16
B5EZS0	2.3.1.16
Q57LW5	2.3.1.16
Q5PCX7	2.3.1.16
A1JK23	2.3.1.16
A7FGK0	2.3.1.16
A9R7W9	2.3.1.16
P68434	1.3.-.-
P9WNZ9	1.3.-.-
O13820	1.14.-.-
Q6CYB3	2.1.1.41
P25087	2.1.1.41
P48450	5.4.99.7
P38604	5.4.99.7
G4SW86	1.3.1.70
P0A4D6	2.1.1.184
Q6DD71	1.8.4.-
P68313	6.-.-.-
P60994	3.4.22.-
O33939	2.4.1.328
A4F7P5	2.1.1.254
Q92NH8	5.3.1.33
Q08649	2.3.1.48
Q07085	3.1.1.1
Q53547	3.1.1.1
Q63880	3.1.1.1
P09331	3.4.21.-
Q98262	3.6.4.-
Q9Q8L9	3.6.4.-
Q9QB97	3.6.4.-
O49230	2.7.13.3
Q8WZM3	1.3.1.10; 1.3.1.38
P38071	1.3.1.10; 1.3.1.38
C1DNK9	4.3.1.7
Q8FFA1	4.3.1.7
B1LMN4	4.3.1.7
B7LKJ3	4.3.1.7
Q720Q2	4.3.1.7
A6V082	4.3.1.7
Q9HX02	4.3.1.7
Q4UVK6	4.3.1.7
Q9ZFV4	2.5.1.17
F4J4C8	2.7.1.108
Q89AD1	3.1.11.-
B9KHB8	3.1.11.6
C1DE08	3.1.11.6
A0RIH2	3.1.11.6
B7IXH1	3.1.11.6
A1UTK7	3.1.11.6
Q7VVB6	3.1.11.6
C0ZC06	3.1.11.6
Q2YL15	3.1.11.6
A9MC50	3.1.11.6
Q8YCK1	3.1.11.6
Q8FVR1	3.1.11.6
Q3KM31	3.1.11.6
Q8KBF9	3.1.11.6
Q97HD0	3.1.11.6
Q11LY8	3.1.11.6
B1KT53	3.1.11.6
A6LU45	3.1.11.6
Q0TPD5	3.1.11.6
Q894G7	3.1.11.6
A4QCY8	3.1.11.6
A7MGV1	3.1.11.6
B1I3J0	3.1.11.6
Q8FF64	3.1.11.6
B6I581	3.1.11.6
A4WD84	3.1.11.6
B7LKD2	3.1.11.6
Q7VFE5	3.1.11.6
B2US91	3.1.11.6
Q038G0	3.1.11.6
A8YVW9	3.1.11.6
A2RLU4	3.1.11.6
B2G849	3.1.11.6
Q5X6S7	3.1.11.6
Q5WY82	3.1.11.6
Q73WH4	3.1.11.6
A5U1F5	3.1.11.6
B2A531	3.1.11.6
Q9JYZ2	3.1.11.6
Q9HXL8	3.1.11.6
A8F8T5	3.1.11.6
Q4ZX12	3.1.11.6
Q4UMV4	3.1.11.6
A9MHM3	3.1.11.6
B4T0N9	3.1.11.6
B5BAZ3	3.1.11.6
Q8ZN58	3.1.11.6
B8E9T2	3.1.11.6
Q12PS2	3.1.11.6
Q8EC50	3.1.11.6
B9DNP9	3.1.11.6
Q4L6M4	3.1.11.6
B4SQC8	3.1.11.6
Q04KB0	3.1.11.6
B8ZQ76	3.1.11.6
A5ILK0	3.1.11.6
Q3SIR1	3.1.11.6
A5CW49	3.1.11.6
C3LT19	3.1.11.6
A9R7Z4	3.1.11.6
Q668A6	3.1.11.6
A1W4U7	3.1.11.6
A4SJQ1	3.1.11.6
A4IQR9	3.1.11.6
B2UVM8	3.1.11.6
A4G1W7	3.1.11.6
Q5FJG7	3.1.11.6
Q044H8	3.1.11.6
Q030A1	3.1.11.6
Q5ZT36	3.1.11.6
Q051N4	3.1.11.6
B1MXR1	3.1.11.6
C1L2R8	3.1.11.6
B8DFW6	3.1.11.6
B1HRX6	3.1.11.6
Q2RIB6	3.1.11.6
C1AMA1	3.1.11.6
A5U1F4	3.1.11.6
P9WF29	3.1.11.6
Q82VD5	3.1.11.6
B4RGV8	3.1.11.6
Q6LU05	3.1.11.6
Q6AA93	3.1.11.6
Q9HWY5	3.1.11.6
Q3II11	3.1.11.6
Q3K662	3.1.11.6
Q4ZYU6	3.1.11.6
B1J3G6	3.1.11.6
C3PN64	3.1.11.6
A8EZ91	3.1.11.6
Q9ZDH8	3.1.11.6
Q68X23	3.1.11.6
Q1GCG2	3.1.11.6
A9MM40	3.1.11.6
B4SWR6	3.1.11.6
A9MX07	3.1.11.6
P67459	3.1.11.6
B2U4M5	3.1.11.6
Q0T7G7	3.1.11.6
A6U6S1	3.1.11.6
A6U1Z4	3.1.11.6
Q2YYB9	3.1.11.6
P67461	3.1.11.6
A8Z462	3.1.11.6
Q3K2M3	3.1.11.6
Q9FBM4	3.1.11.6
B2FP36	3.1.11.6
P0DH52	3.1.11.6
Q1JAV6	3.1.11.6
B1IC08	3.1.11.6
Q87RT8	3.1.11.6
Q8P7L2	3.1.11.6
Q9NVH0	3.1.11.1
O74799	3.2.1.58
Q7Z9L3	3.2.1.58
B0XRX9	3.2.1.75
B8NBJ4	3.2.1.75
B8NNK9	3.2.1.58
Q8NKF9	3.2.1.58
Q12628	3.2.1.58
P85924	3.2.1.58
Q12700	3.2.1.58
Q94CH8	3.1.1.-
Q0WUV7	3.1.1.-
P27380	4.2.2.n1
Q803U7	3.1.-.-
O64299	3.1.11.-
A2VDX7	3.1.-.-
Q59ZZ6	3.1.-.-
Q6FJK6	3.1.-.-
F1Q514	3.1.-.-
Q6CVT0	3.1.-.-
B5VEB9	3.1.-.-
C5DXZ1	3.1.-.-
P04536	3.1.11.1
Q502K1	3.1.30.-
P33694	2.-.-.-
P35597	3.6.3.-
P33882	2.3.1.184
A5D7I4	2.4.1.224; 2.4.1.225
Q16394	2.4.1.224; 2.4.1.225
O77783	2.4.1.224; 2.4.1.225
P70428	2.4.1.224; 2.4.1.225
Q99502	3.1.3.16; 3.1.3.48
Q92800	2.1.1.43
Q5RDS6	2.1.1.43
Q3K2F6	3.1.3.11
A3CMR5	3.1.3.11
Q9VWN5	3.4.19.12
Q4G0A6	3.4.19.12
Q9SD85	1.14.13.21
P0C5J1	2.1.1.-
Q1L658	3.4.21.6
P00743	3.4.21.6
P25155	3.4.21.6
P00742	3.4.21.6
Q91Y47	3.4.21.27
A4VCL2	2.7.11.1
Q5MJS3	2.7.11.1
Q4R4P4	1.-.-.-
Q2LAM0	1.-.-.-
Q2KI23	3.4.19.12
P70375	3.4.21.21
Q2F9P2	3.4.21.21
Q8K3U6	3.4.21.21
Q9NVL1	2.1.1.-
P9WQ43	6.2.1.-
B2HPY8	6.2.1.-
B2HMK0	6.2.1.-
O53580	6.2.1.-
Q1ZXQ1	3.7.1.2
P16930	3.7.1.2
Q9TUI8	3.5.1.99
Q6GMR7	3.5.1.99
Q9LUM0	2.7.1.150
H8ESN0	2.3.1.41
P34756	2.7.1.150
P63455	2.3.1.41
Q8KA28	2.3.1.41
P71019	2.3.1.39
Q8X8I7	2.3.1.39
P63459	2.3.1.39
P9WNG4	2.3.1.39
O85140	2.3.1.39
P0AAI6	2.3.1.179
P0AAI5	2.3.1.179
Q99VA6	2.3.1.179
Q6GAU2	2.3.1.179
Q5TKS0	2.3.1.179
P55338	2.3.1.179
Q93X62	1.1.1.100
Q949M2	1.1.1.100
Q8K9J5	1.1.1.100
P28643	1.1.1.100
O07399	1.1.1.100
P0AEK2	1.1.1.100
P27583	1.1.1.100
Q68VY7	1.1.1.100
P0AEK3	1.1.1.100
P49244	2.3.1.180
P49245	2.3.1.180
Q9RT22	2.3.1.180
Q82M29	2.3.1.180
Q9KLJ3	2.3.1.180
Q7M7I3	2.3.1.180
O54151	2.3.1.180
Q9PMZ6	2.3.1.180
A1K5Y5	2.3.1.180
A1USI9	2.3.1.180
A9IVB4	2.3.1.180
Q7W5I4	2.3.1.180
Q7VW29	2.3.1.180
A9MAF6	2.3.1.180
B0CLA2	2.3.1.180
B1JYA0	2.3.1.180
Q62LU2	2.3.1.180
Q3JQ65	2.3.1.180
Q2SXU7	2.3.1.180
A4XJW0	2.3.1.180
A7H054	2.3.1.180
A8FKB7	2.3.1.180
A7H541	2.3.1.180
A1VY47	2.3.1.180
Q11J83	2.3.1.180
Q3B6K8	2.3.1.180
A1BJA1	2.3.1.180
Q9Z8P0	2.3.1.180
Q8KAP2	2.3.1.180
Q97DA2	2.3.1.180
A7FPM6	2.3.1.180
C1FNK7	2.3.1.180
Q0STU9	2.3.1.180
A9KEA1	2.3.1.180
A7ZZ48	2.3.1.180
B1IUH4	2.3.1.180
Q1RD66	2.3.1.180
Q7NF35	2.3.1.180
P43711	2.3.1.180
Q0I0V6	2.3.1.180
A9M142	2.3.1.180
A1KRY9	2.3.1.180
A1VRU7	2.3.1.180
A4SVV4	2.3.1.180
B7V4R0	2.3.1.180
A1STW1	2.3.1.180
B2U968	2.3.1.180
Q1MIS6	2.3.1.180
Q92QT4	2.3.1.180
P30790	2.3.1.180
A8EZX3	2.3.1.180
A8F2R3	2.3.1.180
A8GTP2	2.3.1.180
A7NK75	2.3.1.180
Q1GI69	2.3.1.180
Q57QG4	2.3.1.180
A9N5L3	2.3.1.180
A8GD17	2.3.1.180
Q0T5U5	2.3.1.180
Q83RS8	2.3.1.180
B5XHY5	2.3.1.180
C0ME18	2.3.1.180
Q5M5S1	2.3.1.180
A6QBY0	2.3.1.180
Q31N84	2.3.1.180
O67505	1.3.1.9
Q8ZFT7	2.3.1.180
P57353	1.3.1.9
P0AEK4	1.3.1.9
Q9K151	1.3.1.9
Q9X450	1.3.1.9
P16657	1.3.1.9
Q2FZQ3	1.3.1.39
P71079	1.3.1.104
Q9S7T9	4.1.1.50
Q9SDM8	4.1.1.50
P50244	4.1.1.50
Q9AXE3	4.1.1.50
P91931	4.1.1.50
P17707	4.1.1.50
P17708	4.1.1.50
Q94A94	4.1.1.20
O29458	4.1.1.20
P57513	4.1.1.20
Q89AC6	4.1.1.20
P09890	4.1.1.20
E0IWI3	4.1.1.20
Q9X5M1	4.1.1.20
Q6ZG77	4.1.1.20
Q55484	4.1.1.20
A3M2T0	3.5.4.13
A0LWS4	3.5.4.13
B7J7X4	3.5.4.13
A3N0J5	3.5.4.13
Q9YFA8	3.5.4.13
Q0VP73	3.5.4.13
B9KHN3	3.5.4.13
A1KAG0	3.5.4.13
Q1LT76	3.5.4.13
C5C4E1	3.5.4.13
B8DUY2	3.5.4.13
Q7WP40	3.5.4.13
Q9ZHD8	3.5.4.13
A9AHK2	3.5.4.13
Q2T083	3.5.4.13
Q9PN07	3.5.4.13
B9KDH6	3.5.4.13
A9WHV4	3.5.4.13
Q9Z8F1	3.5.4.13
B0RD07	3.5.4.13
A6M273	3.5.4.13
Q9ZNJ8	3.5.4.13
Q480H7	3.5.4.13
A4QHN8	3.5.4.13
Q4JXY1	3.5.4.13
B7ME78	3.5.4.13
B5YUC5	3.5.4.13
B7M449	3.5.4.13
C4ZSF3	3.5.4.13
B1IZ09	3.5.4.13
C5BCP0	3.5.4.13
Q0BLI9	3.5.4.13
C1A8Z5	3.5.4.13
B8D0W3	3.5.4.13
B0UT66	3.5.4.13
A4G422	3.5.4.13
B4U7Y7	3.5.4.13
C1D4P1	3.5.4.13
Q5WSJ3	3.5.4.13
Q72W72	3.5.4.13
B1XWK4	3.5.4.13
Q60CV1	3.5.4.13
A4FW98	3.5.4.13
Q7U297	3.5.4.13
A1U9Z8	3.5.4.13
B4RKC9	3.5.4.13
P63903	3.5.4.13
Q0AES7	3.5.4.13
Q5YNG0	3.5.4.13
B2T181	3.5.4.13
A1RAW1	3.5.4.13
C6DCI7	3.5.4.13
Q7N6J3	3.5.4.13
B1J1A3	3.5.4.13
Q8ZW23	3.5.4.13
Q8X251	3.5.4.13
A1RVJ1	3.5.4.13
B2UA12	3.5.4.13
C3PMB0	3.5.4.13
Q1RGY6	3.5.4.13
Q4UNF3	3.5.4.13
C4K188	3.5.4.13
A8LWH4	3.5.4.13
B5FMU0	3.5.4.13
B5RBW2	3.5.4.13
B4SX92	3.5.4.13
B4T9T3	3.5.4.13
Q081H6	3.5.4.13
Q8EDX5	3.5.4.13
A5VDM8	3.5.4.13
Q82EZ9	3.5.4.13
B1VMF9	3.5.4.13
B2FP14	3.5.4.13
Q47KQ7	3.5.4.13
Q5JH10	3.5.4.13
Q820X8	3.5.4.13
Q8D218	3.5.4.13
B3CNH7	3.5.4.13
Q73I07	3.5.4.13
Q8PJ05	3.5.4.13
Q5GXN9	3.5.4.13
Q9PFB6	3.5.4.13
B2JZK6	3.5.4.13
A4TKM6	3.5.4.13
Q42472	4.1.1.15
P48321	4.1.1.15
Q6F4N1	3.5.1.105
A3M7A4	4.1.1.22
A7MVI6	4.1.1.22
P21974	2.7.1.74
P37529	2.7.1.74; 2.7.1.76
Q56581	4.1.1.22
Q2VF18	3.1.26.-; 3.6.4.-
A1D9Z6	3.1.26.-; 3.6.4.-
Q5N870	3.1.26.-
Q9LXW7	3.1.26.-
A7LFZ6	3.1.26.-
O15075	2.7.11.1
Q8N568	2.7.11.1
P19919	1.2.5.3
P19917	1.2.5.3
P19915	1.2.5.3
P19921	1.2.5.3
P50134	4.1.1.17
P21169	4.1.1.17
P43099	4.1.1.17
P27116	4.1.1.17
Q9SJF3	3.-.-.-
Q8GW31	3.6.1.62
Q5REQ8	3.6.1.62
D3K0N9	3.6.1.59
Q9P7C9	3.6.1.59
Q06151	3.6.1.59
Q5QJC2	3.1.-.-
Q5XIX3	3.1.-.-
P34529	3.1.26.-
D2Z028	2.3.1.30; 2.3.1.31
P96601	2.7.13.3
Q9K997	2.7.13.3
Q93ZB6	4.1.1.37
O22886	4.1.1.37
B7I451	4.1.1.37
B0VUQ9	4.1.1.37
B0VBT2	4.1.1.37
A1WCJ3	4.1.1.37
A6VQT2	4.1.1.37
B6ENB7	4.1.1.37
A9HY51	4.1.1.37
Q89SK1	4.1.1.37
Q8FY24	4.1.1.37
A3P0Y4	4.1.1.37
Q8FSD6	4.1.1.37
B6J5G8	4.1.1.37
Q83EP0	4.1.1.37
Q46VY4	4.1.1.37
Q47K40	4.1.1.37
Q54DF9	4.1.1.37
O18601	4.1.1.37
B7UPF2	4.1.1.37
C6E7R9	4.1.1.37
A1WVX2	4.1.1.37
B6JLI7	4.1.1.37
B0US07	4.1.1.37
B4U9S4	4.1.1.37
Q0BWA4	4.1.1.37
B5XYE1	4.1.1.37
Q5X3M4	4.1.1.37
Q5ZTY0	4.1.1.37
Q929G1	4.1.1.37
Q75DG6	3.2.1.101
P36091	3.2.1.101
Q91XV4	1.1.1.10
B9EYZ1	4.4.1.15
B1X677	4.4.1.15
B5BGB4	4.4.1.15
Q8ZNT7	4.4.1.15
B2TXG4	4.4.1.15
P59330	4.4.1.15
A7FJ17	4.4.1.15
Q9NUU7	3.6.4.13
Q9DF35	3.6.4.13
O96567	4.1.1.28
O88533	4.1.1.28
E7DDH2	4.4.1.3
Q9HWI0	6.3.2.4
Q98KB6	6.3.2.4
B0CEL5	6.3.2.4
Q9LCT6	6.3.2.4
A7FM64	6.3.2.4
Q24731	3.6.4.13
Q92499	3.6.4.13
Q9JIK5	3.6.4.13
Q9BUQ8	3.6.4.13
Q9NUL7	3.6.4.13
Q9H8H2	3.6.4.13
O15523	3.6.4.13
D0PV95	3.6.4.13
P24346	3.6.4.13
Q5ZLN8	3.6.4.13
Q66HG7	3.6.4.13
Q9C813	3.6.4.13
Q4WP13	3.6.4.13
A4RHF1	3.6.4.13
Q0UWA6	3.6.4.13
A7EJY3	3.6.4.13
Q9FV53	3.5.1.88
Q5VNN5	3.5.1.88
Q7W0Q0	3.5.1.88
Q8FT51	3.5.1.88
Q826Q0	3.5.1.88
Q8D5P5	3.5.1.88
Q9HBH1	3.5.1.88
C1F541	3.5.1.88
A4ST57	3.5.1.88
Q6G1G6	3.5.1.88
Q7VQC0	3.5.1.88
Q89BN9	3.5.1.88
A5ESQ7	3.5.1.88
P63914	3.5.1.88
Q8K975	3.5.1.88
Q057D2	3.5.1.88
B8GYE3	3.5.1.88
B0T1S9	3.5.1.88
B8G5R5	3.5.1.88
Q3KM05	3.5.1.88
O84357	3.5.1.88
Q11X86	3.5.1.88
C0QI55	3.5.1.88
B8FS81	3.5.1.88
A8ZUK5	3.5.1.88
A5EWL8	3.5.1.88
B8E0X7	3.5.1.88
B7MCQ2	3.5.1.88
B5YT06	3.5.1.88
B7N171	3.5.1.88
P0A6K4	3.5.1.88
B6I200	3.5.1.88
A4WF95	3.5.1.88
B7LRQ3	3.5.1.88
A0M3P3	3.5.1.88
Q4QMV6	3.5.1.88
P44786	3.5.1.88
Q0I181	3.5.1.88
Q17XD4	3.5.1.88
B0TGS8	3.5.1.88
Q9ZL51	3.5.1.88
B2UT38	3.5.1.88
B2G6P1	3.5.1.88
B9EB04	3.5.1.88
Q0ASK2	3.5.1.88
P94601	3.5.1.88
Q2RK25	3.5.1.88
A1KFQ1	3.5.1.88
A4T2T4	3.5.1.88
B2HQN4	3.5.1.88
P75527	3.5.1.88
A3PTZ4	3.5.1.88
B2A2K1	3.5.1.88
A9M464	3.5.1.88
A1KRE5	3.5.1.88
Q3J6U0	3.5.1.88
B6JJP8	3.5.1.88
A6L9R8	3.5.1.88
Q03F09	3.5.1.88
Q4FNG1	3.5.1.88
Q7MYI2	3.5.1.88
Q07TX0	3.5.1.88
A8GMJ8	3.5.1.88
Q9ZDV8	3.5.1.88
B5F7R3	3.5.1.88
B5FJI2	3.5.1.88
B5BGV3	3.5.1.88
B2U2Q4	3.5.1.88
Q38XI2	4.1.2.4
B8DBT6	4.1.2.4
B9E8I5	4.1.2.4
C1AKF6	4.1.2.4
Q2SRA7	4.1.2.4
Q6MSE7	4.1.2.4
Q4A5W6	4.1.2.4
A0PVY3	4.1.2.4
Q5YP36	4.1.2.4
Q6D3R0	4.1.2.4
Q18C22	4.1.2.4
Q4ZMV1	4.1.2.4
B1YB76	4.1.2.4
B5FTC5	4.1.2.4
B8E6P4	4.1.2.4
A9KZ80	4.1.2.4
Q8EHK4	4.1.2.4
A0KU07	4.1.2.4
B2TZR4	4.1.2.4
Q83P02	4.1.2.4
Q49Z84	4.1.2.4
A8AX59	4.1.2.4
P0DA62	4.1.2.4
A1RH87	4.1.2.4
P63932	4.1.2.4
Q48RH2	4.1.2.4
P0DA63	4.1.2.4
B5XID8	4.1.2.4
Q8DQC4	4.1.2.4
B9DS93	4.1.2.4
C1CS48	4.1.2.4
Q5N4L8	4.1.2.4
Q8DJZ1	4.1.2.4
Q9X1P5	4.1.2.4
B0K709	4.1.2.4
Q97CC6	4.1.2.4
B2S2L2	4.1.2.4
B5FA98	4.1.2.4
Q8DBT2	4.1.2.4
B2K9V8	4.1.2.4
A4TN86	4.1.2.4
Q8EKK0	2.4.2.1
Q9KPM0	2.4.2.1
Q5E0H4	2.4.2.1
B7GKU4	2.4.2.1
C3L9J6	2.4.2.1
B7JGU6	2.4.2.1
B7IP41	2.4.2.1
B7HHL7	2.4.2.1
Q81FV5	2.4.2.1
Q65IE9	2.4.2.1
A7Z5M8	2.4.2.1
